distance_km,current_speed,preceding_gap_km,signal_aspect,congestion_index,weather_impact,speed_restriction,actual_time_mins
76,52.37,3.41,2,0.56,1.2,110,185.71
55,44.05,11.77,2,0.71,1.0,80,85.64
55,92.79,6.66,2,0.78,1.0,110,49.62
55,107.71,2.14,2,0.4,1.0,110,60.78
15,104.88,15.05,2,0.64,1.5,110,24.15
62,91.31,12.73,1,0.77,1.5,50,197.6
55,68.59,14.13,2,0.14,1.2,110,61.52
76,100.45,3.35,2,0.27,1.5,50,232.19
15,42.63,11.21,2,0.78,1.0,110,34.27
68,77.98,24.53,2,0.28,1.0,110,59.62
68,88.66,11.87,2,0.53,1.0,110,56.66
76,62.59,7.24,2,0.41,1.0,110,78.61
15,95.25,12.35,1,0.4,1.0,110,22.05
84,88.2,15.08,2,0.74,1.0,110,68.68
68,99.88,20.01,2,0.99,1.2,30,180.38
84,42.46,6.37,0,0.55,1.0,80,208.35
68,68.33,2.74,2,0.45,1.0,50,145.21
15,56.33,18.21,2,0.61,1.0,80,27.46
68,72.79,18.77,0,0.95,1.0,110,108.47
62,84.97,8.6,1,0.71,1.0,50,136.85
68,76.76,3.49,2,0.51,1.0,50,144.65
68,58.94,4.81,0,0.85,1.0,50,150.49
15,75.92,3.67,1,0.62,1.2,30,69.83
55,65.68,19.51,2,0.47,1.0,80,60.45
76,76.8,14.99,2,0.13,1.5,110,92.96
68,58.69,3.73,2,0.66,1.2,110,154.24
76,81.19,20.3,1,0.69,1.2,30,315.25
55,94.71,12.12,2,0.93,1.5,110,67.57
84,49.43,10.19,2,0.89,1.0,80,117.97
15,59.22,6.14,2,0.74,1.0,30,43.63
76,57.15,23.92,0,0.83,1.2,80,173.68
68,87.42,18.16,2,0.85,1.0,110,61.42
15,71.87,3.97,2,0.17,1.0,110,24.34
76,92.39,6.01,1,0.32,1.0,110,88.8
76,44.41,9.31,2,0.72,1.0,110,116.48
55,81.48,14.53,0,0.68,1.2,80,93.65
15,46.2,11.86,2,0.6,1.0,50,31.11
84,85.53,2.98,1,0.75,1.0,30,293.8
55,69.1,18.78,2,0.3,1.0,110,54.52
68,42.68,3.47,1,0.35,1.0,80,166.21
68,53.77,2.63,2,0.39,1.0,110,133.92
15,108.02,19.48,2,0.31,1.0,50,24.54
84,51.78,12.16,0,0.88,1.0,80,177.66
62,61.89,4.6,2,0.92,1.5,50,201.87
76,103.17,10.91,2,0.9,1.0,80,71.45
68,102.43,16.65,1,0.8,1.0,110,80.47
76,85.03,22.12,1,0.38,1.0,50,159.61
55,102.25,20.66,1,0.84,1.5,110,96.09
55,91.9,14.4,2,0.24,1.2,80,53.53
62,61.06,8.26,2,0.11,1.5,110,94.3
68,61.8,6.7,2,0.26,1.0,50,88.36
84,61.1,22.44,2,0.58,1.5,80,132.48
68,109.86,18.3,1,0.6,1.0,80,97.11
68,62.4,11.16,0,0.59,1.0,110,119.95
84,82.15,20.43,2,0.26,1.0,110,67.45
55,79.63,15.46,1,0.67,1.2,110,95.39
62,80.15,9.48,2,0.56,1.2,80,67.79
62,66.75,9.09,2,0.56,1.0,110,67.05
68,76.08,7.87,2,0.66,1.0,80,65.7
55,60.84,22.23,1,0.34,1.0,50,116.98
15,86.12,15.51,2,0.5,1.2,110,21.93
62,76.24,10.72,2,0.41,1.0,80,55.5
76,58.47,7.47,2,0.46,1.0,80,86.58
84,82.29,18.79,1,0.43,1.0,110,111.64
55,86.98,10.54,2,0.59,1.0,110,48.74
68,105.65,20.25,2,0.28,1.0,80,57.56
76,98.53,24.32,0,0.32,1.0,110,83.42
15,102.14,13.42,2,0.19,1.2,110,17.08
68,108.51,10.76,2,0.26,1.0,110,44.06
76,73.3,19.43,2,0.6,1.0,110,72.41
55,45.11,6.13,1,0.78,1.0,30,198.16
84,109.57,12.47,2,0.17,1.0,80,67.64
62,85.37,8.0,2,0.93,1.0,30,140.12
76,43.76,16.59,2,0.55,1.0,110,114.95
76,44.81,7.99,2,0.31,1.0,110,108.47
55,83.88,12.89,2,0.72,1.0,80,54.04
84,99.28,18.65,2,0.97,1.0,110,66.54
68,58.73,10.55,2,0.99,1.5,110,121.46
55,82.98,12.8,2,0.57,1.5,80,74.38
62,89.48,11.98,2,0.66,1.5,80,80.86
76,93.59,24.95,1,0.45,1.0,110,91.04
62,43.28,18.22,2,0.15,1.0,50,90.42
55,82.53,21.82,2,0.15,1.0,110,43.53
62,86.98,9.82,2,0.59,1.0,110,53.45
76,57.31,2.51,2,0.3,1.0,110,137.83
15,81.03,5.76,0,0.89,1.0,80,34.5
76,87.74,4.43,2,0.92,1.0,110,103.07
62,87.86,5.81,2,0.21,1.0,50,81.58
76,84.59,12.52,1,0.95,1.0,50,167.62
55,86.4,13.7,2,0.97,1.2,80,66.56
84,50.96,12.74,2,0.34,1.0,80,105.36
62,61.32,16.8,2,0.93,1.2,110,88.85
68,51.09,5.29,2,0.14,1.0,80,84.7
68,72.19,21.26,2,0.52,1.0,80,65.47
68,43.06,4.92,2,0.86,1.0,80,173.16
15,98.6,24.43,2,0.32,1.0,110,15.8
84,107.71,22.49,2,0.87,1.0,80,77.99
68,41.86,15.86,2,0.23,1.0,110,102.91
68,85.6,9.5,2,0.48,1.0,50,91.27
76,77.69,2.37,2,0.1,1.2,110,119.92
62,49.28,6.1,2,0.79,1.2,80,104.58
62,84.92,9.06,2,0.29,1.2,110,59.07
68,77.02,10.43,2,0.92,1.2,110,78.37
15,40.16,24.93,1,0.69,1.5,110,68.55
76,54.53,17.31,2,0.91,1.0,110,100.34
15,40.24,19.58,1,0.4,1.2,30,67.88
62,87.19,22.6,2,0.72,1.5,50,125.14
15,43.29,2.87,0,0.73,1.0,80,48.15
84,84.62,15.43,1,0.95,1.0,50,186.2
15,92.43,2.28,1,0.84,1.0,80,31.82
76,82.57,9.32,1,0.84,1.0,110,107.72
84,64.19,5.18,2,0.45,1.5,110,125.48
84,99.37,9.18,2,0.19,1.0,80,67.57
62,96.47,2.42,2,0.55,1.0,30,215.36
55,106.28,5.22,1,0.35,1.0,110,59.4
62,81.28,14.11,1,0.28,1.0,110,79.9
68,62.81,15.07,0,0.77,1.0,110,122.86
76,78.89,20.31,2,0.95,1.0,110,74.6
55,100.62,9.44,1,0.68,1.0,80,80.7
62,63.12,3.26,2,0.21,1.0,80,103.77
62,94.48,7.73,1,0.41,1.0,80,84.73
15,87.22,13.05,1,0.81,1.0,110,31.81
55,95.14,16.83,0,0.53,1.5,80,114.08
62,94.22,13.57,2,0.37,1.0,50,82.85
55,80.25,9.4,2,0.91,1.0,110,56.01
55,70.02,8.88,1,0.66,1.0,110,89.77
15,51.84,24.81,2,0.19,1.0,110,21.07
62,52.31,4.6,2,0.41,1.2,50,157.13
68,40.86,22.77,1,0.42,1.2,110,207.24
68,103.99,22.95,2,0.62,1.0,30,146.45
15,93.43,3.55,2,0.37,1.0,80,26.98
62,58.62,3.37,2,0.57,1.0,110,116.43
68,88.89,21.79,2,0.75,1.0,80,63.47
76,94.37,21.27,1,0.38,1.0,110,87.97
84,58.43,23.99,0,0.94,1.2,30,352.64
84,94.97,11.29,0,0.85,1.0,80,119.9
55,87.83,3.97,2,0.63,1.5,30,285.91
62,76.41,24.92,2,0.57,1.0,110,60.48
84,73.12,17.0,2,0.34,1.0,110,76.12
76,75.82,22.07,2,0.89,1.5,80,103.21
68,91.62,22.28,1,0.24,1.2,80,107.34
68,80.27,8.31,1,0.19,1.0,110,88.78
76,105.41,14.0,1,0.35,1.0,30,259.67
62,82.06,18.52,2,0.78,1.0,30,136.28
15,49.5,16.84,2,0.24,1.0,80,24.53
55,47.61,23.73,2,0.68,1.0,110,83.44
62,70.25,12.93,2,0.87,1.0,110,69.87
62,96.38,2.12,2,0.14,1.0,110,68.34
84,49.63,24.51,0,0.57,1.2,110,213.34
62,77.05,16.97,2,0.55,1.0,110,58.7
62,102.31,18.62,1,0.49,1.0,110,68.06
68,69.74,11.78,1,0.95,1.0,110,113.05
84,80.7,8.27,2,0.52,1.0,110,72.85
55,104.13,3.89,2,0.37,1.5,110,86.56
76,55.46,20.11,2,0.44,1.0,110,91.75
62,68.36,2.72,2,0.6,1.0,50,132.85
55,85.38,13.68,2,0.3,1.0,110,44.64
15,77.9,5.61,1,0.96,1.0,30,64.73
15,65.37,23.08,2,0.48,1.2,110,26.02
76,89.28,13.1,1,0.34,1.0,80,101.4
15,92.91,20.37,1,0.31,1.0,80,24.03
55,50.72,7.77,2,0.42,1.0,80,73.38
84,73.17,8.85,2,0.29,1.5,110,109.74
76,90.83,24.03,2,0.75,1.0,110,63.18
62,94.37,7.47,2,0.75,1.0,80,59.7
68,77.83,20.05,0,0.47,1.0,110,95.89
68,63.15,14.22,0,0.99,1.2,110,145.04
84,90.27,4.55,2,0.96,1.0,110,110.33
15,94.42,13.29,2,0.22,1.2,110,16.07
55,61.34,24.64,2,0.46,1.0,30,119.37
55,78.2,12.41,2,0.46,1.0,110,50.79
15,46.08,2.49,2,0.53,1.2,80,48.75
68,79.77,17.01,1,0.54,1.5,110,136.19
84,76.24,11.07,2,0.79,1.0,110,80.01
55,55.7,23.37,2,0.5,1.0,50,75.71
62,100.35,24.46,2,0.25,1.0,80,53.03
55,86.67,14.48,2,0.76,1.0,110,50.43
76,70.52,20.2,1,0.94,1.2,80,146.88
15,90.53,8.87,1,0.29,1.0,80,25.01
68,100.53,7.09,2,0.63,1.0,110,53.14
62,87.85,4.79,0,0.5,1.2,110,92.32
15,46.33,13.17,2,0.67,1.0,110,31.16
68,70.37,14.2,2,0.29,1.0,50,88.59
55,94.69,20.02,2,0.87,1.2,110,55.05
55,97.33,16.61,2,0.76,1.0,80,52.26
84,58.06,14.47,1,0.39,1.2,110,182.15
68,86.75,16.01,2,0.53,1.0,110,56.81
76,44.47,23.0,2,0.27,1.2,50,130.83
76,66.23,16.09,0,0.72,1.2,80,150.35
62,86.25,21.23,2,0.9,1.0,80,62.96
55,55.02,20.73,2,0.79,1.0,50,79.73
76,74.81,6.96,2,0.13,1.2,50,112.96
15,76.17,22.38,2,0.95,1.0,80,29.43
55,69.17,2.96,2,0.35,1.0,30,190.56
15,109.54,20.36,2,0.82,1.0,110,22.68
68,99.6,8.66,2,0.56,1.0,110,51.13
68,56.68,5.36,2,0.47,1.0,80,80.5
62,101.22,16.54,2,0.36,1.5,110,62.88
62,57.66,2.48,2,0.72,1.0,110,120.53
15,108.42,20.11,2,0.68,1.0,50,31.2
15,81.38,23.99,1,0.52,1.2,110,32.55
84,76.39,9.34,2,0.41,1.0,110,74.39
15,68.39,5.35,1,0.82,1.2,110,40.12
76,47.12,13.89,2,0.37,1.0,110,105.66
15,86.04,5.5,2,0.2,1.2,110,17.87
84,57.08,15.89,1,0.43,1.2,110,183.79
84,103.62,13.26,1,0.45,1.2,110,106.49
68,109.57,19.55,0,0.88,1.2,110,89.7
76,47.36,5.14,2,0.2,1.0,110,100.47
84,84.18,19.19,2,0.68,1.5,80,104.71
15,100.79,10.22,1,0.54,1.5,50,54.01
84,107.16,5.39,2,0.4,1.0,110,55.26
62,77.17,15.62,2,0.37,1.0,110,55.8
68,83.79,10.28,2,0.61,1.0,110,59.13
68,60.28,21.53,2,0.42,1.0,110,75.75
76,68.33,3.41,2,0.3,1.2,50,190.37
68,63.47,15.95,2,0.28,1.0,110,69.52
62,75.39,10.05,0,0.31,1.0,110,89.58
84,101.9,13.45,2,0.92,1.0,80,79.56
55,63.64,10.07,2,0.48,1.5,110,86.76
62,42.78,17.4,2,0.71,1.5,80,142.36
15,82.18,13.49,0,0.56,1.0,110,28.12
68,90.81,2.9,1,0.94,1.0,30,242.38
68,52.48,12.16,2,0.17,1.5,110,120.86
15,83.13,4.3,2,0.86,1.5,80,43.37
15,99.19,10.36,1,0.51,1.0,80,28.68
68,93.66,22.66,2,0.52,1.5,80,87.61
68,44.46,11.75,2,0.12,1.0,80,96.15
68,44.6,24.27,2,0.86,1.2,110,125.17
55,108.29,22.66,2,0.88,1.2,80,64.66
55,82.19,18.33,2,0.26,1.0,80,45.55
68,69.45,13.5,0,0.17,1.0,110,103.35
62,96.96,8.48,2,0.28,1.0,110,42.65
62,69.17,18.98,1,0.49,1.5,80,143.35
76,84.49,8.87,1,0.45,1.0,110,99.06
62,44.62,18.85,2,0.75,1.2,80,111.59
68,56.48,3.68,1,0.43,1.0,110,128.71
68,40.98,10.61,0,0.14,1.0,110,171.14
76,89.18,11.21,1,0.5,1.0,80,104.23
62,96.01,6.02,2,0.55,1.0,110,48.1
15,103.0,23.41,2,0.75,1.0,110,22.95
76,48.69,2.81,1,0.95,1.5,110,249.41
76,43.06,6.78,2,0.53,1.0,80,115.46
62,41.78,17.65,1,0.34,1.0,50,155.52
15,105.03,15.03,1,1.0,1.0,80,35.79
55,96.81,11.93,2,0.39,1.2,110,47.21
76,106.03,13.88,2,0.93,1.0,50,106.44
84,82.41,21.1,2,0.32,1.0,110,67.63
55,81.19,18.28,2,0.19,1.0,30,115.27
62,98.74,23.46,2,0.87,1.0,110,51.84
68,77.02,19.07,2,0.65,1.0,110,63.83
55,92.73,17.57,0,0.69,1.0,110,73.27
84,46.55,8.36,2,0.38,1.0,110,117.56
68,98.97,20.71,2,0.54,1.0,110,51.27
62,103.66,10.05,2,0.84,1.0,30,138.55
68,106.42,23.47,1,0.6,1.0,110,74.35
84,71.01,17.06,1,0.75,1.0,110,132.46
68,44.29,9.32,0,0.58,1.0,80,163.79
55,98.68,24.1,1,0.44,1.5,80,110.59
15,92.33,6.84,2,0.8,1.0,50,32.23
68,49.94,3.1,2,0.55,1.0,110,146.82
84,94.52,7.06,2,0.96,1.0,80,79.03
55,87.35,14.92,2,0.85,1.0,110,51.45
55,107.05,3.77,2,0.69,1.5,110,87.53
15,71.15,12.93,0,0.49,1.0,80,30.83
55,73.52,18.96,0,0.54,1.0,30,193.5
55,56.01,18.93,1,0.78,1.0,110,113.44
55,97.15,5.73,2,0.14,1.0,110,37.56
15,97.53,12.98,2,0.65,1.0,110,20.72
68,79.88,10.28,2,0.5,1.5,110,85.98
55,97.73,11.46,2,0.17,1.2,110,46.9
55,48.35,17.19,2,0.93,1.0,30,125.45
62,108.58,7.11,2,0.51,1.0,110,42.32
84,109.81,17.26,2,0.53,1.0,30,179.23
84,69.38,14.76,2,0.22,1.0,110,78.36
84,74.18,18.3,0,0.4,1.0,30,288.84
76,91.34,16.86,2,0.25,1.5,80,91.82
62,104.95,11.15,2,0.82,1.0,50,90.75
68,85.17,4.74,2,0.76,1.2,30,284.45
55,85.04,14.61,1,0.59,1.5,110,109.18
62,69.0,14.14,2,0.93,1.0,30,139.74
15,66.66,19.56,2,0.69,1.0,50,31.61
68,97.26,5.89,2,0.86,1.0,110,55.74
15,66.69,23.33,2,0.68,1.0,110,26.85
84,97.82,18.49,2,0.17,1.0,110,56.11
15,47.59,16.36,2,0.8,1.0,30,43.45
55,62.25,15.05,1,0.49,1.5,110,141.32
76,61.74,7.98,2,0.69,1.0,80,86.18
15,64.08,18.7,1,0.26,1.2,80,35.44
84,107.55,2.71,2,0.13,1.0,80,107.19
55,86.03,21.74,1,0.67,1.2,80,94.77
15,48.9,3.37,1,0.16,1.0,80,35.58
84,71.64,9.66,2,0.66,1.2,80,97.36
68,94.35,10.86,2,0.55,1.2,80,71.83
76,64.68,3.11,2,0.26,1.0,80,123.28
62,42.55,18.03,1,0.96,1.0,80,162.44
62,58.23,14.24,1,0.94,1.2,110,143.73
68,74.42,3.43,2,0.61,1.0,110,102.82
76,44.28,4.3,2,0.2,1.2,110,208.21
84,108.61,24.38,2,0.2,1.0,80,67.93
62,63.88,5.4,2,0.51,1.0,110,69.79
84,41.41,24.78,0,0.27,1.0,110,207.56
55,77.18,5.96,2,0.72,1.0,80,56.0
84,40.39,17.62,2,0.44,1.0,50,132.32
55,45.69,7.89,2,0.24,1.0,50,76.21
55,45.55,23.75,2,0.18,1.0,110,77.04
15,66.95,7.64,2,0.74,1.2,110,30.86
68,99.13,5.23,0,0.58,1.0,80,96.1
76,61.82,23.44,2,0.4,1.0,50,99.89
55,67.14,15.06,2,0.64,1.0,30,121.22
76,97.11,3.38,2,0.28,1.0,80,102.2
15,109.9,13.77,2,0.14,1.0,80,15.82
84,105.43,23.99,1,0.83,1.0,80,119.22
62,103.94,19.38,2,0.83,1.0,50,88.76
62,74.25,3.25,2,0.95,1.0,110,100.53
62,105.12,19.0,2,0.38,1.2,110,51.77
15,109.47,8.7,1,0.54,1.0,110,24.94
15,41.59,10.47,1,0.89,1.2,30,73.61
84,104.7,17.33,2,0.12,1.2,110,62.04
76,76.35,18.75,0,0.9,1.2,110,135.29
15,88.83,13.92,1,0.41,1.0,110,24.32
62,109.89,7.92,0,0.5,1.0,50,135.06
15,83.46,12.48,1,0.32,1.0,80,27.28
15,88.61,11.3,0,0.86,1.0,110,31.45
15,99.75,24.66,2,0.94,1.0,110,25.54
76,93.77,6.68,2,0.89,1.0,30,168.77
15,51.68,12.24,2,0.69,1.2,110,33.32
76,91.39,5.45,2,0.42,1.5,110,81.97
55,72.35,19.62,0,0.2,1.2,110,96.9
76,90.05,2.63,2,0.48,1.0,80,105.08
15,55.55,18.05,1,0.11,1.5,80,43.54
15,72.83,5.08,2,0.31,1.0,30,36.64
15,54.66,23.25,0,0.36,1.2,110,39.99
76,74.76,24.46,0,0.16,1.0,80,107.3
68,82.47,8.72,2,0.47,1.0,110,58.21
15,92.21,9.33,1,0.97,1.0,30,66.86
55,42.11,8.7,2,0.94,1.0,110,95.6
62,69.05,14.83,1,0.62,1.2,110,117.51
76,107.6,21.04,1,0.5,1.0,80,104.36
62,80.68,18.61,1,0.43,1.0,110,85.41
76,61.99,20.33,1,0.61,1.0,80,134.46
76,49.18,13.52,1,0.61,1.0,110,166.74
15,83.81,6.24,2,0.74,1.0,50,31.38
15,49.22,23.58,2,0.65,1.0,110,32.11
55,92.22,14.99,2,0.24,1.2,80,53.94
55,82.48,16.09,2,0.39,1.0,80,49.49
76,96.5,8.14,2,0.45,1.0,30,160.67
15,46.83,18.51,2,0.25,1.0,110,25.34
62,90.24,22.61,0,0.16,1.2,80,97.25
76,60.54,23.54,2,0.68,1.0,110,84.56
55,100.6,10.15,2,0.52,1.0,110,44.91
68,100.51,14.21,1,0.74,1.0,110,80.7
55,57.43,17.22,2,0.13,1.5,80,89.84
55,80.86,17.01,2,0.84,1.0,30,124.48
68,89.82,13.9,1,0.78,1.2,110,102.61
62,77.08,23.64,2,0.78,1.0,80,62.17
62,97.34,5.26,2,0.74,1.2,110,59.35
68,64.51,23.11,2,0.45,1.0,80,71.58
68,108.41,10.72,1,0.18,1.0,80,89.52
76,48.04,3.34,2,0.82,1.0,110,174.0
15,65.04,17.2,2,0.73,1.5,80,34.27
15,98.29,13.17,1,0.71,1.2,80,35.42
55,76.13,23.76,2,0.86,1.2,110,65.46
62,83.0,15.89,2,0.94,1.0,30,139.28
15,82.58,2.52,2,0.65,1.0,80,30.13
55,85.77,14.35,2,0.42,1.0,50,73.17
76,75.22,6.13,0,0.77,1.0,30,267.23
68,73.05,24.36,1,0.27,1.0,110,99.13
15,82.55,19.53,2,0.43,1.2,110,23.26
76,48.54,10.51,2,0.54,1.0,30,162.39
76,48.47,8.07,2,0.85,1.0,50,108.33
55,60.49,7.98,2,0.6,1.0,30,120.89
76,81.01,12.29,2,0.22,1.0,30,157.72
68,65.16,14.22,2,0.38,1.5,110,101.84
55,80.59,13.36,0,0.2,1.0,110,71.91
15,100.53,14.69,1,0.29,1.2,30,67.63
84,78.11,15.34,2,0.86,1.0,80,81.08
76,42.0,5.39,2,0.54,1.2,50,141.3
76,104.52,20.82,2,0.92,1.2,110,67.9
84,82.48,20.35,1,0.32,1.0,110,108.99
68,68.88,9.63,2,0.67,1.0,30,148.3
15,61.28,4.03,0,0.48,1.0,110,31.78
62,87.96,24.17,2,0.34,1.0,110,50.38
55,60.33,12.41,2,0.48,1.2,80,76.41
15,92.19,17.01,2,0.85,1.2,80,27.96
55,106.11,2.53,2,0.33,1.0,50,116.96
62,103.81,2.62,0,0.73,1.0,50,138.1
62,108.49,17.7,2,0.86,1.0,110,47.76
15,59.75,4.72,2,0.71,1.0,30,61.2
68,75.18,14.4,2,0.51,1.0,110,63.06
15,102.91,23.45,1,0.55,1.2,80,33.53
84,105.06,7.91,2,0.31,1.0,30,174.11
84,53.18,14.36,1,0.56,1.2,80,198.48
55,53.75,18.88,0,0.36,1.0,80,109.33
15,81.7,10.59,2,0.96,1.0,30,48.35
68,98.28,2.96,1,0.79,1.5,110,115.79
76,105.4,10.94,2,0.97,1.0,110,58.62
68,102.3,15.52,1,0.38,1.0,110,72.74
15,48.29,20.62,2,0.69,1.0,110,30.9
76,40.94,13.72,2,0.41,1.0,110,118.47
68,59.31,13.5,1,0.89,1.2,80,153.83
76,104.02,5.06,2,0.42,1.0,80,65.22
62,95.47,10.84,1,0.96,1.0,110,79.95
68,53.12,14.03,2,0.1,1.2,80,95.15
76,44.85,2.42,2,0.64,1.0,110,180.31
55,107.63,19.28,2,0.23,1.0,110,37.28
68,63.89,18.0,1,0.87,1.0,80,121.58
15,73.02,10.39,2,0.64,1.0,110,22.75
15,85.87,10.01,2,0.26,1.0,80,17.37
15,106.25,15.65,2,0.91,1.0,80,27.56
62,49.99,11.03,2,0.15,1.0,80,77.14
62,100.09,6.31,2,0.53,1.0,110,47.92
62,103.06,10.59,1,0.78,1.0,110,73.16
55,68.4,6.6,2,0.74,1.2,110,71.92
76,83.99,10.94,1,0.39,1.2,80,123.42
68,73.79,24.02,2,0.77,1.0,110,67.66
76,43.89,8.81,2,0.12,1.5,80,160.2
15,64.38,24.8,1,0.89,1.5,110,51.49
15,59.23,22.54,2,0.64,1.0,30,42.74
68,75.16,6.27,0,0.65,1.0,80,102.58
68,59.5,6.69,2,0.39,1.0,110,77.99
15,70.92,7.75,2,0.26,1.5,50,32.61
84,108.47,22.36,2,0.85,1.0,80,79.13
55,108.08,2.11,2,0.87,1.5,50,179.42
55,80.22,19.66,2,0.14,1.0,30,114.4
68,101.28,2.26,2,0.79,1.0,110,80.41
84,94.42,4.75,1,0.13,1.5,110,139.38
76,86.74,13.84,2,0.12,1.2,50,112.47
15,64.0,23.66,2,0.91,1.2,110,32.85
68,83.41,13.2,0,0.33,1.0,110,88.2
15,85.0,7.91,1,0.35,1.0,110,23.3
15,94.16,5.48,1,0.9,1.2,80,38.4
76,61.78,2.5,2,0.94,1.2,110,164.55
68,92.23,7.16,2,0.47,1.0,110,53.11
68,45.38,4.18,2,0.78,1.5,110,236.8
15,99.46,9.7,1,0.52,1.2,30,70.95
15,94.08,17.2,1,0.63,1.2,80,32.62
84,47.37,17.65,0,0.11,1.2,30,339.82
62,83.56,11.55,2,0.44,1.0,80,54.99
76,61.14,17.42,0,0.44,1.0,80,132.71
15,56.96,7.88,2,0.56,1.0,110,25.53
84,95.12,23.26,1,0.49,1.0,80,114.7
62,48.64,16.89,2,0.97,1.0,110,94.47
55,99.01,4.02,2,0.62,1.0,110,66.8
62,97.32,4.48,2,0.45,1.0,110,73.08
55,84.7,21.05,2,0.67,1.0,110,50.95
84,95.33,4.79,2,0.37,1.0,110,94.99
76,84.44,11.71,0,0.53,1.0,110,100.27
76,67.19,6.03,2,0.96,1.2,50,125.21
68,46.44,24.2,2,0.5,1.2,110,114.64
68,55.25,10.93,2,0.73,1.0,80,87.74
15,94.1,3.39,2,0.44,1.0,110,27.07
68,85.86,18.81,2,0.63,1.0,50,92.74
62,41.92,24.5,2,0.9,1.0,80,104.67
62,107.07,19.02,0,0.47,1.2,110,78.77
15,104.49,22.48,2,1.0,1.0,110,25.01
55,106.6,3.17,1,0.97,1.0,80,85.54
55,106.93,24.08,0,0.24,1.0,110,55.69
62,47.85,4.2,2,0.36,1.0,110,137.72
62,61.58,13.7,2,0.92,1.0,80,74.98
68,43.42,17.1,0,0.27,1.0,110,163.48
15,99.52,5.94,2,0.33,1.0,80,17.88
84,56.26,8.28,2,0.81,1.0,80,103.85
55,69.03,6.09,2,0.79,1.5,110,85.06
84,76.07,21.03,2,0.19,1.0,80,70.24
68,45.0,5.43,2,0.99,1.0,110,107.96
84,78.14,11.4,2,0.34,1.0,110,71.75
62,69.95,8.28,2,0.88,1.2,110,78.39
62,43.3,10.6,0,0.1,1.5,110,216.61
55,43.63,8.26,2,0.93,1.5,110,129.89
15,101.31,11.99,2,0.68,1.2,110,22.62
68,88.67,11.02,1,0.34,1.0,30,234.13
84,79.43,16.14,2,0.83,1.0,110,76.44
15,98.94,21.45,1,0.24,1.0,110,21.1
68,99.05,20.53,0,0.21,1.0,50,140.56
62,68.85,15.66,0,0.61,1.0,110,103.62
84,42.46,2.02,0,0.5,1.0,30,290.48
15,42.86,17.03,2,0.81,1.0,110,34.64
84,82.83,23.58,2,0.86,1.5,110,105.97
84,77.91,9.07,2,0.6,1.0,80,75.55
15,40.56,24.32,2,0.65,1.2,110,39.41
55,62.04,9.1,1,0.32,1.0,110,94.54
68,56.26,9.15,2,0.9,1.0,110,88.2
15,60.3,7.11,2,0.79,1.0,30,42.84
62,96.51,3.92,2,0.49,1.0,80,87.98
62,53.34,8.82,1,0.37,1.5,110,182.1
62,86.35,3.6,2,0.77,1.0,110,87.03
76,59.17,16.34,1,0.75,1.0,80,141.7
76,81.79,19.37,2,0.4,1.2,30,191.72
84,70.86,13.6,2,0.35,1.0,110,78.38
68,56.12,16.32,2,0.14,1.5,110,112.06
84,92.68,20.8,2,0.97,1.0,80,80.48
55,103.01,15.06,2,0.92,1.0,110,46.93
76,103.74,15.6,2,0.5,1.2,110,61.79
62,77.31,17.45,1,0.65,1.0,50,134.63
68,74.38,8.83,2,0.2,1.2,80,72.75
68,98.96,9.47,2,0.67,1.0,110,54.49
68,85.57,24.2,2,0.32,1.0,80,56.82
84,66.86,7.41,2,0.3,1.0,110,82.42
84,90.58,11.87,2,0.72,1.2,110,80.02
68,101.45,23.27,2,0.69,1.0,110,51.93
15,82.07,24.07,2,0.33,1.5,110,24.5
68,102.13,4.98,0,0.62,1.5,110,112.8
76,103.04,17.74,2,0.83,1.0,110,59.31
55,65.04,12.63,2,0.14,1.2,80,65.6
68,71.28,11.63,2,0.94,1.0,110,72.38
55,96.61,22.59,2,0.53,1.0,110,45.26
15,57.5,6.82,2,0.27,1.0,80,20.71
62,50.83,21.89,0,0.34,1.0,50,131.46
15,75.35,4.11,1,0.98,1.5,80,46.49
76,69.96,14.71,2,0.24,1.0,110,69.52
84,49.64,18.21,2,0.36,1.2,80,127.87
84,57.68,12.4,0,0.6,1.0,30,293.09
62,85.74,20.25,2,0.63,1.2,50,101.51
55,68.29,5.42,0,0.77,1.0,110,91.65
62,43.46,6.63,1,0.64,1.2,30,258.85
76,43.91,11.74,2,1.0,1.0,110,119.44
55,70.43,17.38,1,0.53,1.0,30,192.82
15,77.66,18.65,2,0.16,1.0,50,20.43
55,98.09,23.12,2,0.27,1.0,110,40.13
62,45.6,5.48,1,0.2,1.0,110,140.82
84,72.21,22.3,2,1.0,1.0,110,86.8
84,49.03,23.37,2,0.74,1.5,110,168.07
55,61.5,7.5,2,0.37,1.0,110,63.35
84,50.53,7.0,1,0.45,1.5,80,257.59
55,96.77,8.03,2,0.64,1.0,80,53.33
62,79.53,21.02,2,0.18,1.5,50,117.88
55,42.7,10.23,1,0.37,1.0,50,136.73
55,99.27,2.28,0,0.11,1.0,110,58.9
62,102.63,14.72,2,0.93,1.0,110,53.16
84,53.18,6.27,0,0.68,1.0,50,179.46
62,57.58,13.59,2,0.17,1.0,110,69.52
55,86.75,24.58,1,0.7,1.2,110,88.63
55,49.16,3.24,1,0.94,1.0,110,126.32
68,51.67,2.44,1,0.38,1.5,110,206.1
55,57.32,7.77,2,0.31,1.0,110,64.91
